transaction_id,timestamp,merchant_id,customer_id,amount,risk_score,decision,reason_codes,review_state,actual_label,amount_zscore_past,is_new_device,ip_txn_count_10min_past,customer_txn_count_10min_past,customer_failed_attempts_1h_past,country_mismatch
TXN_ce70445a2b,2026-08-27 08:11:53.346990,M_0013,C_00016,1860.6,0.0478,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.34982844766532656,0,0,0,0,0
TXN_669f60c5ab,2026-08-27 08:13:04.818494,M_0014,C_00743,1007.62,0.0167,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.7104620379901591,0,0,0,0,0
TXN_008b8581eb,2026-08-27 08:19:23.872328,M_0010,C_00235,50.0,0.1526,VERIFY,Risk detected from combined weak signals (no single strong indicator),STEP_UP_REQUIRED,0,-1.405238658418129,0,0,0,0,0
TXN_37133f4973,2026-08-27 08:20:36.850481,M_0007,C_00027,5372.04,0.0663,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.331120251877663,0,0,0,0,0
TXN_2f4ff7dd3e,2026-08-27 08:22:00.619706,M_0009,C_00556,7339.47,0.1667,VERIFY,Risk detected from combined weak signals (no single strong indicator),STEP_UP_REQUIRED,0,1.4973202968583907,0,0,0,0,0
TXN_a4f485779d,2026-08-27 08:24:06.272107,M_0004,C_00365,1588.78,0.1419,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.42869219018078575,0,0,0,0,0
TXN_10e43d56a5,2026-08-27 08:30:30.090507,M_0008,C_00163,1474.29,0.0174,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.0684388642472973,0,0,0,0,0
TXN_a6ab161f01,2026-08-27 08:35:55.823353,M_0008,C_00278,1366.5,0.0306,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.1266004746987106,0,0,0,0,0
TXN_fdac505d22,2026-08-27 08:38:07.180872,M_0008,C_00069,2255.84,0.0705,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.6306073351165457,0,0,0,0,0
TXN_e235c2e6a0,2026-08-27 08:39:51.158580,M_0012,C_00041,7536.74,0.3672,VERIFY,Risk detected from combined weak signals (no single strong indicator),STEP_UP_REQUIRED,1,1.2142754688214854,0,0,0,0,0
TXN_c5141aeb92,2026-08-27 08:48:12.748917,M_0003,C_00475,4306.94,0.0269,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.5359056142493609,0,0,0,0,0
TXN_98074409cc,2026-08-27 08:50:35.555527,M_0002,C_00321,4934.2,0.038,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.4170928669721934,0,0,0,0,0
TXN_ecbec23b75,2026-08-27 08:53:57.135088,M_0006,C_00694,969.14,0.0289,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.43512335370163135,0,0,0,0,0
TXN_38e6078d64,2026-08-27 08:57:52.525696,M_0004,C_00370,859.85,0.0331,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.6644898900660603,0,0,0,0,0
TXN_fde93f20dd,2026-08-27 09:03:27.995248,M_0007,C_00250,5616.75,0.0812,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.4361374635451108,0,0,0,0,0
TXN_c9867d6d28,2026-08-27 09:07:35.491346,M_0000,C_00449,1403.04,0.0182,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.9052005241858351,0,0,0,0,0
TXN_c32a8086da,2026-08-27 09:07:40.603150,M_0008,C_00688,3707.88,0.0796,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.177088000157379,0,0,0,0,0
TXN_72d69c8d7b,2026-08-27 09:08:06.224846,M_0001,C_00128,8187.37,0.1916,VERIFY,Transaction country differs from customer profile,STEP_UP_REQUIRED,0,1.2512153474104546,0,0,0,0,1
TXN_758bb1a754,2026-08-27 09:11:50.764532,M_0008,C_00045,5214.61,0.1308,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,1.0149885124994746,0,0,0,0,0
TXN_309eaba57b,2026-08-27 09:13:19.103094,M_0006,C_00566,878.35,0.0433,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.18131508554411907,0,0,0,0,0
TXN_a46d991c1e,2026-08-27 09:18:19.624615,M_0009,C_00692,2588.59,0.0842,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.602603761001135,0,0,0,0,0
TXN_f4af707f56,2026-08-27 09:20:35.633592,M_0014,C_00397,813.71,0.0425,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.0715295544408165,0,0,0,0,0
TXN_b653ef0af0,2026-08-27 09:21:14.568520,M_0009,C_00446,3798.84,0.0852,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,1,-0.06770759482958003,0,0,0,0,0
TXN_e5385fd118,2026-08-27 09:21:19.698188,M_0013,C_00113,2050.24,0.0439,ALLOW,Previously unseen device,NO_ACTION,0,0.5529663831749614,1,0,0,0,0
TXN_8ef608435a,2026-08-27 09:21:55.275843,M_0009,C_00446,2878.97,0.8996,VERIFY,Recent activity from same IP,STEP_UP_REQUIRED,1,-0.4740953793970801,0,1,1,0,0
TXN_449dae644c,2026-08-27 09:22:03.191969,M_0009,C_00446,4822.01,0.9325,ESCALATE,Recent activity from same IP,PENDING_MANUAL_REVIEW,1,0.3851293071806046,0,2,2,0,0
TXN_7dcaf16a27,2026-08-27 09:22:50.001414,M_0004,C_00370,675.75,0.0276,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.9399089698099607,0,0,0,0,0
TXN_dd405bc266,2026-08-27 09:24:09.552838,M_0009,C_00446,4785.77,0.9534,ESCALATE,High IP transaction velocity | High customer transaction velocity,PENDING_MANUAL_REVIEW,1,0.3688440410195734,0,3,3,0,0
TXN_c2fbcb8c60,2026-08-27 09:24:20.399724,M_0002,C_00439,3182.84,0.0376,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.3244708959282054,0,0,0,0,0
TXN_b007358b6b,2026-08-27 09:24:52.351131,M_0009,C_00446,3599.1,0.9938,ESCALATE,High IP transaction velocity | High customer transaction velocity | Elevated merchant transaction activity,PENDING_MANUAL_REVIEW,1,-0.15647143766302804,0,4,4,0,0
TXN_7b451638f5,2026-08-27 09:25:04.860978,M_0001,C_00204,6817.23,0.0414,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.7199869359289286,0,0,0,0,0
TXN_a8084dc1b6,2026-08-27 09:25:21.751869,M_0009,C_00446,4160.87,0.9946,ESCALATE,High IP transaction velocity | High customer transaction velocity | Elevated merchant transaction activity,PENDING_MANUAL_REVIEW,1,0.09233207877316708,0,5,5,0,0
TXN_2878844c49,2026-08-27 09:26:26.285157,M_0009,C_00446,3846.3,0.9951,ESCALATE,High IP transaction velocity | High customer transaction velocity | Elevated merchant transaction activity,PENDING_MANUAL_REVIEW,1,-0.047070742693822415,0,6,6,0,0
TXN_aa61471bf3,2026-08-27 09:33:42.237940,M_0011,C_00348,5125.62,0.0245,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.009017925414815492,0,0,0,0,0
TXN_66ccfea79f,2026-08-27 09:36:28.807311,M_0007,C_00027,9410.86,0.1952,VERIFY,Elevated amount vs merchant history,STEP_UP_REQUIRED,0,2.0695303879881277,0,0,0,0,0
TXN_fc6e18f88d,2026-08-27 09:38:37.734815,M_0004,C_00686,2009.26,0.2621,VERIFY,Risk detected from combined weak signals (no single strong indicator),STEP_UP_REQUIRED,0,1.0615584914717957,0,0,0,0,0
TXN_b0b77809ff,2026-08-27 09:44:43.249012,M_0006,C_00645,1141.73,0.0913,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.9169595403694203,0,0,0,0,0
TXN_b768fae2c2,2026-08-27 09:50:05.046852,M_0014,C_00495,1749.71,0.0322,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.6778936247207736,0,0,0,0,0
TXN_c207e318e1,2026-08-27 09:51:07.993344,M_0007,C_00403,4672.91,0.0538,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.025957820423644095,0,0,0,0,0
TXN_100baa490d,2026-08-27 09:53:33.894277,M_0009,C_00615,1894.73,0.0273,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.9120539626090622,0,0,0,0,0
TXN_1d7bb86ef3,2026-08-27 09:56:03.167059,M_0008,C_00612,7355.4,0.3674,VERIFY,Elevated amount vs merchant history,STEP_UP_REQUIRED,0,2.204112760874954,0,0,0,0,0
TXN_5fd07b9494,2026-08-27 09:58:34.846411,M_0004,C_00028,1070.73,0.1334,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.3476861322256024,0,0,0,0,0
TXN_5b8fbf0a45,2026-08-27 09:59:05.602011,M_0012,C_00730,9077.39,0.3106,VERIFY,Elevated amount vs merchant history,STEP_UP_REQUIRED,0,1.7968698035133555,0,0,0,0,0
TXN_b7689c2800,2026-08-27 10:01:05.602011,M_0012,C_00730,8156.33,0.9259,ESCALATE,Recent activity from same IP | Recent failed payment attempts,PENDING_MANUAL_REVIEW,0,1.4426517483427794,0,1,1,1,0
TXN_5af53f2682,2026-08-27 10:03:52.294642,M_0013,C_00089,1841.37,0.0473,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.3282727722914819,0,0,0,0,0
TXN_f26de9d6f1,2026-08-27 10:06:05.602011,M_0012,C_00730,9799.06,0.9589,ESCALATE,Elevated amount vs merchant history | Recent activity from same IP | Recent failed payment attempts,PENDING_MANUAL_REVIEW,1,2.061588738333108,0,2,2,2,0
TXN_0fadc1d231,2026-08-27 10:11:40.240550,M_0004,C_00457,1394.83,0.0959,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.13899157906015613,0,0,0,0,0
TXN_b9de85ee49,2026-08-27 10:30:42.946546,M_0008,C_00025,2446.18,0.1272,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.5281080495676962,0,0,0,0,0
TXN_308162c568,2026-08-27 10:35:40.368160,M_0004,C_00684,1525.75,0.1793,VERIFY,Risk detected from combined weak signals (no single strong indicator),STEP_UP_REQUIRED,0,0.33550778180388163,0,0,0,0,0
TXN_b426cf4023,2026-08-27 10:37:58.346788,M_0008,C_00668,2758.42,0.0345,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.35434460971053355,0,0,0,0,0
TXN_8c00211818,2026-08-27 10:42:24.242643,M_0003,C_00266,3701.04,0.1381,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.21776495235046905,0,0,0,0,0
TXN_cde77a898c,2026-08-27 10:45:58.173609,M_0008,C_00069,1725.55,0.0621,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.9275426618412422,0,0,0,0,0
TXN_4de8dbf425,2026-08-27 10:46:20.379142,M_0009,C_00447,2777.34,0.0289,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.519840313188809,0,0,0,0,0
TXN_475c9086c0,2026-08-27 10:47:10.397145,M_0008,C_00035,2233.97,0.7045,VERIFY,Transaction country differs from customer profile,STEP_UP_REQUIRED,0,-0.6439238127770069,0,0,0,0,1
TXN_41d3339541,2026-08-27 10:54:24.798633,M_0003,C_00740,3550.37,0.0461,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.13855210188855313,0,0,0,0,0
TXN_707af1eb79,2026-08-27 11:09:07.099197,M_0008,C_00132,2705.31,0.0468,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.38139102407074976,0,0,0,0,0
TXN_bcee6342f1,2026-08-27 11:09:45.238929,M_0008,C_00612,4055.42,0.0327,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.3694650184343012,0,0,0,0,0
TXN_306719cab9,2026-08-27 11:11:49.114165,M_0009,C_00615,7237.78,0.1406,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,1,1.4586110987276364,0,0,0,0,0
TXN_291f570044,2026-08-27 11:18:15.129822,M_0007,C_00391,2617.74,0.1189,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.8574664750781197,0,0,0,0,0
TXN_2351e47ad6,2026-08-27 11:20:38.119901,M_0014,C_00101,1352.49,0.2927,VERIFY,Transaction country differs from customer profile,STEP_UP_REQUIRED,0,-0.0649023031532215,0,0,0,0,1
TXN_ecd8cb18d3,2026-08-27 11:21:48.998642,M_0013,C_00641,1417.42,0.0257,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.12728647097674628,0,0,0,0,0
TXN_475dc4d770,2026-08-27 11:30:32.752568,M_0000,C_00637,3902.04,0.3202,VERIFY,Elevated amount vs merchant history,STEP_UP_REQUIRED,1,1.5878200314664097,0,0,0,0,0
TXN_9dbaa32c9d,2026-08-27 11:30:54.266575,M_0007,C_00213,4352.76,0.0283,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.11035019970641338,0,0,0,0,0
TXN_5aad3ebd06,2026-08-27 11:32:03.984499,M_0006,C_00541,1221.02,0.4872,VERIFY,Previously unseen device,STEP_UP_REQUIRED,0,1.1373687954665417,1,0,0,0,0
TXN_36a337c870,2026-08-27 11:34:07.529957,M_0011,C_00206,3382.3,0.0084,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.7472835707005713,0,0,0,0,0
TXN_acd1bc1c28,2026-08-27 11:35:56.600232,M_0009,C_00556,6128.46,0.0301,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.9643457029085951,0,0,0,0,0
TXN_0077ac126d,2026-08-27 11:43:42.214113,M_0011,C_00667,6105.38,0.0124,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.4069021124564627,0,0,0,0,0
TXN_a92351eb25,2026-08-27 11:44:17.727059,M_0007,C_00021,5329.5,0.0746,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.30999853140932937,0,0,0,0,0
TXN_8b0d995043,2026-08-27 11:47:07.498644,M_0014,C_00432,856.15,0.0207,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.9927078224211358,0,0,0,0,0
TXN_542c5809a9,2026-08-27 11:52:27.213797,M_0002,C_00300,906.91,0.022,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.2880623420041637,0,0,0,0,0
TXN_5aac8dc058,2026-08-27 11:53:32.419594,M_0014,C_00397,1209.49,0.0256,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.33037907951793344,0,0,0,0,0
TXN_c264bd242d,2026-08-27 11:57:28.680355,M_0010,C_00162,686.59,0.0714,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.06578048588697856,0,0,0,0,0
TXN_399b4a062d,2026-08-27 11:59:44.883981,M_0006,C_00147,129.78,0.0559,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.912535453707406,0,0,0,0,0
TXN_78a5d8faf2,2026-08-27 12:03:07.789942,M_0005,C_00332,1110.12,0.133,ALLOW,Previously unseen device,NO_ACTION,0,-0.2592836963831272,1,0,0,0,0
TXN_94709ebdf7,2026-08-27 12:14:40.210092,M_0008,C_00630,6556.16,0.3122,VERIFY,Elevated amount vs merchant history,STEP_UP_REQUIRED,0,1.7602160359394243,0,0,0,0,0
TXN_57ddf93c45,2026-08-27 12:16:25.990725,M_0013,C_00183,2362.07,0.0311,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.8880262134571086,0,0,0,0,0
TXN_60ef48827d,2026-08-27 12:18:28.721009,M_0011,C_00272,5244.63,0.0041,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.04182575605714921,0,0,0,0,0
TXN_c02298837d,2026-08-27 12:22:24.627685,M_0002,C_00090,2401.5,0.0064,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.653172892367658,0,0,0,0,0
TXN_d8f70eb3b1,2026-08-27 12:22:26.479492,M_0012,C_00563,1176.13,0.0122,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.2034740437717928,0,0,0,0,0
TXN_1b080bf6e0,2026-08-27 12:22:32.455148,M_0002,C_00584,839.84,0.0071,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.3138741522869493,0,0,0,0,0
TXN_76b6a01140,2026-08-27 12:24:13.219439,M_0014,C_00385,1420.74,0.0183,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.0651890963286241,0,0,0,0,0
TXN_3524170820,2026-08-27 12:27:51.652544,M_0002,C_00237,3732.27,0.0229,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.08729370987519239,0,0,0,0,0
TXN_38da858c03,2026-08-27 12:27:55.192026,M_0010,C_00083,614.91,0.0219,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.09960283928958709,0,0,0,0,0
TXN_59ee9140ab,2026-08-27 12:32:19.426472,M_0012,C_00358,13184.45,0.9133,ESCALATE,Very high amount vs merchant history,PENDING_MANUAL_REVIEW,1,3.333782458217439,0,0,0,0,0
TXN_b7053aa27a,2026-08-27 12:33:15.017509,M_0014,C_00100,1301.89,0.0161,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.15743159169404308,0,0,0,0,0
TXN_c09e5c62d6,2026-08-27 12:41:16.358800,M_0014,C_00345,3529.6,0.9593,ESCALATE,Very high amount vs merchant history,PENDING_MANUAL_REVIEW,1,4.018046287095473,0,0,0,0,0
TXN_26fdf71b60,2026-08-27 12:42:05.414772,M_0012,C_00745,6323.83,0.0179,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.7330801458805216,0,0,0,0,0
TXN_36eff578df,2026-08-27 12:50:46.764201,M_0012,C_00788,3796.64,0.0456,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.21591240906620165,0,0,0,0,0
TXN_7a81aa78db,2026-08-27 12:58:55.191476,M_0014,C_00432,3210.07,0.9825,ESCALATE,Very high amount vs merchant history,PENDING_MANUAL_REVIEW,1,3.3665719130697664,0,0,0,0,0
TXN_20a7b569c8,2026-08-27 13:05:07.633113,M_0009,C_00487,3448.02,0.0112,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.22469841251553155,0,0,0,0,0
TXN_57f181aca2,2026-08-27 13:10:59.651206,M_0006,C_00541,447.63,0.0114,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.020371393540054,0,0,0,0,0
TXN_b8b781b0e3,2026-08-27 13:11:19.542938,M_0004,C_00510,756.11,0.0342,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.821365218067858,0,0,0,0,0
TXN_a02cce50ef,2026-08-27 13:15:29.527119,M_0011,C_00746,7225.48,0.0064,ALLOW,Transaction country differs from customer profile,NO_ACTION,0,0.8818021050961924,0,0,0,0,1
TXN_67f07af920,2026-08-27 13:24:34.679813,M_0007,C_00190,5349.12,0.0409,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.31817961995392463,0,0,0,0,0
TXN_786360d5f6,2026-08-27 13:30:14.295297,M_0003,C_00422,5488.0,0.1261,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,1.1556522210402067,0,0,0,0,0
TXN_0fcd17bfd0,2026-08-27 13:32:51.032993,M_0009,C_00479,2051.66,0.013,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.8437673015330064,0,0,0,0,0
TXN_5e91d9369e,2026-08-27 13:37:14.436866,M_0008,C_00707,4433.51,0.0124,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.5759528379826251,0,0,0,0,0
TXN_f1256f4bfa,2026-08-27 13:44:23.124652,M_0011,C_00569,3784.19,0.0042,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.5786416352872059,0,0,0,0,0
TXN_845b8ba9b2,2026-08-27 13:46:13.783594,M_0000,C_00177,2415.18,0.0101,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.10320389707752589,0,0,0,0,0
TXN_3388c50c41,2026-08-27 13:51:54.035190,M_0003,C_00424,2708.92,0.0141,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.3049747877149461,0,0,0,0,0
TXN_51c2760952,2026-08-27 14:19:14.970670,M_0012,C_00417,8693.57,0.1571,VERIFY,Elevated amount vs merchant history,STEP_UP_REQUIRED,0,1.6228069240588419,0,0,0,0,0
TXN_95ce9b37c3,2026-08-27 14:21:17.487263,M_0009,C_00102,2853.83,0.0212,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.48715908736568664,0,0,0,0,0
TXN_577d0f6919,2026-08-27 14:23:34.668433,M_0013,C_00131,1784.89,0.0136,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.26647937024555934,0,0,0,0,0
TXN_3d27c8d20e,2026-08-27 14:24:02.796325,M_0012,C_00444,2322.95,0.022,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.7704165441380681,0,0,0,0,0
TXN_af5f8152f2,2026-08-27 14:29:19.830820,M_0012,C_00765,643.61,0.0125,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.399567935824002,0,0,0,0,0
TXN_9d325db291,2026-08-27 14:41:59.574587,M_0000,C_00049,1543.06,0.0276,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.7663096209056555,0,0,0,0,0
TXN_098e58d0aa,2026-08-27 14:44:43.027918,M_0000,C_00166,3536.82,0.1315,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,1.2224946397535967,0,0,0,0,0
TXN_9b0352418b,2026-08-27 14:50:07.144632,M_0008,C_00440,4135.52,0.0348,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.40979813187195635,0,0,0,0,0
TXN_f641a065ea,2026-08-27 14:51:20.458011,M_0010,C_00398,534.87,0.0574,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.2842836422815718,0,0,0,0,0
TXN_e9146befcd,2026-08-27 14:55:57.537582,M_0010,C_00703,184.71,0.0125,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.0931518954112431,0,0,0,0,0
TXN_5691b34199,2026-08-27 14:56:05.294960,M_0007,C_00000,2780.46,0.1043,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.7888747787115544,0,0,0,0,0
TXN_2bb6653886,2026-08-27 14:58:54.436146,M_0009,C_00751,3316.68,0.033,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.2814400516129487,0,0,0,0,0
TXN_a2f133c733,2026-08-27 14:59:07.965049,M_0013,C_00695,50.0,0.0139,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.5997665316881162,0,0,0,0,0
TXN_e77b7b8514,2026-08-27 15:00:52.020856,M_0000,C_00499,1853.62,0.0059,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.45718521417421776,0,0,0,0,0
TXN_4a3292c116,2026-08-27 15:01:52.814428,M_0011,C_00746,2398.56,0.002,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.1660849529688946,0,0,0,0,0
TXN_603f3b6c5c,2026-08-27 15:11:26.836375,M_0000,C_00380,925.51,0.0183,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.3825188529249248,0,0,0,0,0
TXN_fee8f2d1de,2026-08-27 15:12:01.964836,M_0011,C_00206,4907.84,0.0418,ALLOW,Transaction country differs from customer profile,NO_ACTION,0,-0.10002801378418694,0,0,0,0,1
TXN_3dcd674608,2026-08-27 15:13:11.560846,M_0008,C_00383,2258.46,0.0337,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.634232309244647,0,0,0,0,0
TXN_bf397319ce,2026-08-27 15:16:41.441513,M_0006,C_00689,868.81,0.0574,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.15540609823676194,0,0,0,0,0
TXN_7242525068,2026-08-27 15:24:23.762302,M_0012,C_00423,11041.18,0.2124,VERIFY,Elevated amount vs merchant history,STEP_UP_REQUIRED,0,2.50125345405351,0,0,0,0,0
TXN_905e38eceb,2026-08-27 15:24:47.804933,M_0000,C_00049,2051.48,0.0273,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.25787773515951334,0,0,0,0,0
TXN_e4da812b4b,2026-08-27 15:29:12.106021,M_0008,C_00254,1498.72,0.0255,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.0561884977654339,0,0,0,0,0
TXN_f038c644bc,2026-08-27 15:33:26.001928,M_0003,C_00288,1998.46,0.0257,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-0.6778580799092427,0,0,0,0,0
TXN_ad393e99c4,2026-08-27 15:33:30.939448,M_0003,C_00288,1894.29,0.7648,VERIFY,Recent activity from same IP,STEP_UP_REQUIRED,0,-0.7318416187997099,0,1,1,0,0
TXN_a79ef277bc,2026-08-27 15:35:08.187776,M_0009,C_00628,50.0,0.0086,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.731496778384063,0,0,0,0,0
TXN_7b257f0df2,2026-08-27 15:36:35.640975,M_0003,C_00288,2536.38,0.8179,VERIFY,Recent activity from same IP,STEP_UP_REQUIRED,0,-0.3935065037938596,0,2,2,0,0
TXN_143cecfce4,2026-08-27 15:37:03.531767,M_0005,C_00329,230.85,0.0102,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.2936399864108765,0,0,0,0,0
TXN_726a5942bc,2026-08-27 15:37:48.647710,M_0003,C_00288,2958.35,0.886,VERIFY,High IP transaction velocity | High customer transaction velocity,STEP_UP_REQUIRED,0,-0.17123223033142732,0,3,3,0,0
TXN_41b6ed4a64,2026-08-27 15:41:25.849041,M_0013,C_00183,187.96,0.0134,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,-1.4474283345713137,0,0,0,0,0
TXN_ddf0f1a296,2026-08-27 15:47:39.804869,M_0003,C_00466,6112.05,0.5325,VERIFY,Risk detected from combined weak signals (no single strong indicator),STEP_UP_REQUIRED,0,1.4887738212383623,0,0,0,0,0
TXN_14ac322b99,2026-08-27 15:49:12.196340,M_0012,C_00367,7382.6,0.2304,VERIFY,Risk detected from combined weak signals (no single strong indicator),STEP_UP_REQUIRED,0,1.1222735669148773,0,0,0,0,0
TXN_83df59e0c1,2026-08-27 15:49:21.961236,M_0002,C_00600,6311.46,0.0133,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,1.0051448347802172,0,0,0,0,0
TXN_a2beef123d,2026-08-27 15:51:17.797335,M_0012,C_00444,6959.35,0.0334,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.9624703751250886,0,0,0,0,0
TXN_9cc9c706f6,2026-08-27 15:52:32.697981,M_0003,C_00244,4010.46,0.0207,ALLOW,No significant risk indicators — consistent with observed behaviour,NO_ACTION,0,0.38006402260659816,0,0,0,0,0
